label_id	1	2	3	cluster	umap_1	umap_2
354.0	0.0	0.0	1.0	3	3.2153509	7.893896000000002
1011.0	0.0	0.0	1.0	3	2.8672316	6.421045
1468.0	0.0	0.0	1.0	3	3.2440330000000004	7.9126806
2319.0	0.0	0.0	1.0	3	3.0146666	8.17109
9622.0	0.0	0.0	1.0	3	3.1859386	7.9577255
10001.0	0.0	0.0	1.0	3	3.136411	7.9812875
10061.0	0.0	0.0	1.0	3	3.1177406000000003	7.961453999999999
10088.0	0.0	0.0	1.0	3	3.1618278	7.894614999999999
10255.0	0.0	0.0	1.0	3	3.164285	7.9691133
10336.0	0.0	0.0	1.0	3	3.1507275000000003	7.971614
10375.0	0.0	0.0	1.0	3	3.1779587000000005	7.9624367
10494.0	0.0	0.0	1.0	3	3.1385012000000003	8.000008
10792.0	0.0	0.0	1.0	3	3.1448267000000003	8.020994
10793.0	0.0	0.0	1.0	3	2.8466604	6.702284
10984.0	0.0	0.0	1.0	3	3.225389	8.152639
10985.0	0.0	0.0	1.0	3	3.2104225	7.900402499999997
11007.0	0.0	0.0	1.0	3	3.179818	7.94498
11027.0	0.0	0.0	1.0	3	3.165866	8.020153
11106.0	0.0	0.0	1.0	3	3.152936	7.986389999999999
11136.0	0.0	0.0	1.0	3	3.1453352000000003	7.9823546
11710.0	1.0	0.0	0.0	1	5.8628497	8.560303
11884.0	0.0	1.0	0.0	2	3.1154425	10.588418
13767.0	0.0	1.0	0.0	2	4.3727407	9.422844
14034.0	1.0	0.0	0.0	1	4.099339499999999	9.06418
15030.0	0.0	1.0	0.0	2	3.7749226	9.122046
15055.0	0.0	1.0	0.0	2	3.7614827000000006	9.103397
15620.0	0.0	0.0	1.0	3	3.8401694	9.100616
16039.0	0.0	0.0	1.0	3	3.7347634	9.013097
16095.0	0.0	0.0	1.0	3	3.2536962000000003	8.225903500000001
16887.0	0.0	0.0	1.0	3	3.2234583	8.116619
16946.0	1.0	0.0	0.0	1	3.1985376	10.629601
16947.0	1.0	0.0	0.0	1	3.1716805	10.652856
16977.0	0.0	1.0	0.0	2	3.1367533	10.74549
16980.0	1.0	0.0	0.0	1	3.1108084	10.616037
17215.0	0.0	1.0	0.0	2	3.1975856	10.811436
17225.0	0.0	0.0	1.0	3	3.2341104	8.170974000000001
17245.0	0.0	1.0	0.0	2	3.1953871	10.839949
17248.0	0.0	1.0	0.0	2	3.1210473	10.893721
17249.0	0.0	1.0	0.0	2	3.1742785	10.8391485
17250.0	0.0	1.0	0.0	2	3.1386335	10.872376
17641.0	0.0	1.0	0.0	2	3.2994566	10.910946
17660.0	1.0	0.0	0.0	1	3.3101978	10.687791
17735.0	1.0	0.0	0.0	1	3.1199126	10.600122
17963.0	0.0	1.0	0.0	2	3.1147022	10.877953
18022.0	0.0	1.0	0.0	2	3.1008093	10.895144
18380.0	0.0	1.0	0.0	2	3.1223624	10.871166
18382.0	0.0	1.0	0.0	2	3.119234	10.874411
18409.0	1.0	0.0	0.0	1	3.3332283	10.670127
18434.0	1.0	0.0	0.0	1	3.381774	10.950002
18457.0	0.0	1.0	0.0	2	3.338877	10.869584
18489.0	1.0	0.0	0.0	1	3.3359650000000003	10.705027
18492.0	1.0	0.0	0.0	1	3.378917	10.774283
18552.0	1.0	0.0	0.0	1	3.111413	10.634402
18701.0	0.0	0.0	1.0	3	3.139396	8.006588
18796.0	1.0	0.0	0.0	1	3.3042026	10.832852
18798.0	1.0	0.0	0.0	1	3.2628903	10.653622
18800.0	1.0	0.0	0.0	1	3.3466046	10.885158
18801.0	1.0	0.0	0.0	1	3.3464503	10.91862
18802.0	1.0	0.0	0.0	1	3.3774126000000004	10.929608
18807.0	1.0	0.0	0.0	1	3.136347	10.599941
18826.0	1.0	0.0	0.0	1	3.3332693999999994	10.866851
18827.0	1.0	0.0	0.0	1	3.355489	10.895862
18829.0	1.0	0.0	0.0	1	3.4107792000000003	10.887795
18830.0	1.0	0.0	0.0	1	3.4149922999999993	10.863972
18832.0	1.0	0.0	0.0	1	3.3884025	10.678145
18855.0	1.0	0.0	0.0	1	3.3633462999999995	10.818605
18862.0	1.0	0.0	0.0	1	3.3241684	10.863419
18863.0	1.0	0.0	0.0	1	3.4027996	10.752007
18893.0	1.0	0.0	0.0	1	3.390075	10.849987
19115.0	0.0	0.0	1.0	3	3.162527	7.9381533
19120.0	0.0	1.0	0.0	2	3.119122	10.866813
19142.0	1.0	0.0	0.0	1	3.2797227	10.792368
19143.0	1.0	0.0	0.0	1	3.341254	10.850939
19165.0	1.0	0.0	0.0	1	3.287449	10.810796
19166.0	1.0	0.0	0.0	1	3.317884	10.784599
19167.0	1.0	0.0	0.0	1	3.3679314	10.885552
19259.0	0.0	0.0	1.0	3	3.1520872000000004	7.972146
19463.0	1.0	0.0	0.0	1	3.2650018	10.615058
19688.0	0.0	0.0	1.0	3	3.1453633	8.039867999999998
19689.0	0.0	0.0	1.0	3	3.1450696	8.066092999999999
19788.0	0.0	0.0	1.0	3	3.0733807	8.039337
19796.0	0.0	1.0	0.0	2	3.0428681	10.781684
19807.0	0.0	0.0	1.0	3	3.1316576	8.002974
19926.0	0.0	0.0	1.0	3	3.1194534	7.983076
19967.0	0.0	0.0	1.0	3	2.697741	6.654451
19989.0	0.0	0.0	1.0	3	3.1802983	7.8854647
19995.0	0.0	0.0	1.0	3	3.1387615	8.001567
19996.0	0.0	0.0	1.0	3	3.145745	8.008248
20014.0	0.0	0.0	1.0	3	3.1761072	7.9141702999999985
20017.0	0.0	1.0	0.0	2	3.0888767	10.8778305
20041.0	1.0	0.0	0.0	1	3.1763775	10.813527
20054.0	0.0	0.0	1.0	3	3.140876	7.954542599999999
20295.0	0.0	1.0	0.0	2	3.103707	10.853683
20297.0	0.0	1.0	0.0	2	3.0358407000000005	10.916574
20315.0	0.0	1.0	0.0	2	3.0352423	10.890464
20379.0	0.0	0.0	1.0	3	3.1681764	7.915881
20380.0	0.0	0.0	1.0	3	3.1372732999999995	7.9758353
20400.0	0.0	0.0	1.0	3	3.131051	7.9971457
20405.0	0.0	0.0	1.0	3	2.7472157000000004	6.5873213
20413.0	1.0	0.0	0.0	1	3.1385593	10.578306
20423.0	0.0	0.0	1.0	3	3.1492255	8.026867
20503.0	1.0	0.0	0.0	1	3.1182632000000003	10.627623
20625.0	0.0	1.0	0.0	2	3.1370895	10.809237
20629.0	1.0	0.0	0.0	1	3.1266353	10.896446
20644.0	1.0	0.0	0.0	1	3.1124213	10.645321
20845.0	0.0	1.0	0.0	2	3.0159678	10.8888855
20864.0	0.0	1.0	0.0	2	3.0959444	10.862669
20955.0	0.0	0.0	1.0	3	3.145939	7.973490700000001
21093.0	0.0	1.0	0.0	2	3.058755	11.003255
21145.0	0.0	1.0	0.0	2	3.0366132	10.909856
21327.0	0.0	1.0	0.0	2	3.085105	10.86514
21387.0	0.0	1.0	0.0	2	3.0681849	10.899236
21406.0	0.0	1.0	0.0	2	3.0304837000000004	10.875296
21762.0	0.0	1.0	0.0	2	3.0444918	10.91017
21821.0	0.0	1.0	0.0	2	3.084582	10.936624
21980.0	0.0	1.0	0.0	2	3.0283294	10.903911
22004.0	0.0	0.0	1.0	3	3.146191	7.943612
22135.0	0.0	1.0	0.0	2	3.0848198	10.930174
22150.0	0.0	1.0	0.0	2	3.1635232	10.883028
22419.0	0.0	1.0	0.0	2	3.0329669	10.873835
22456.0	0.0	1.0	0.0	2	4.378757	9.456085
22688.0	0.0	1.0	0.0	2	3.1228008	10.883821
22829.0	0.0	0.0	1.0	3	3.3746605000000005	7.2955627
22911.0	0.0	1.0	0.0	2	3.0921218	10.944793
23011.0	1.0	0.0	0.0	1	3.3183506	10.465056
23016.0	1.0	0.0	0.0	1	3.8059	9.1185255
23545.0	0.0	1.0	0.0	2	3.0515795	10.894566
23567.0	0.0	1.0	0.0	2	3.1210191000000003	10.895066
23685.0	0.0	1.0	0.0	2	3.1240103	10.774575
23718.0	0.0	1.0	0.0	2	3.05329	10.919318
23838.0	0.0	1.0	0.0	2	3.0171244	10.898032
23843.0	0.0	1.0	0.0	2	3.0186636	10.846905
23969.0	0.0	1.0	0.0	2	3.1443665000000003	10.832837
24181.0	0.0	1.0	0.0	2	3.1888638	10.797405
24333.0	0.0	1.0	0.0	2	3.0957842	10.81296
24356.0	0.0	1.0	0.0	2	3.02931	10.8748045
24465.0	0.0	1.0	0.0	2	3.034104	10.89355
24488.0	0.0	1.0	0.0	2	3.1390357000000004	10.859163
24620.0	0.0	1.0	0.0	2	3.151396	10.850653
24640.0	0.0	1.0	0.0	2	3.0706353	10.886516
24665.0	1.0	0.0	0.0	1	3.1805015	10.629651
24698.0	1.0	0.0	0.0	1	3.166066	10.573504
24945.0	0.0	1.0	0.0	2	3.0978377	10.871308
24982.0	0.0	1.0	0.0	2	3.1403046000000003	10.8675995
24984.0	1.0	0.0	0.0	1	3.1014693	10.633191
25009.0	1.0	0.0	0.0	1	3.2702324000000003	10.426934
25027.0	1.0	0.0	0.0	1	3.061451	10.766738
25133.0	0.0	1.0	0.0	2	3.0387223	10.930439
25172.0	0.0	1.0	0.0	2	3.0787578	10.879063
25316.0	0.0	1.0	0.0	2	3.1573784	10.830983
25317.0	0.0	1.0	0.0	2	3.1583338	10.86546
25367.0	1.0	0.0	0.0	1	3.2803793	10.691304
25469.0	0.0	1.0	0.0	2	3.2286916000000003	10.809597
25664.0	0.0	1.0	0.0	2	3.1589289000000003	10.849034
25688.0	1.0	0.0	0.0	1	3.2436395	10.472511
25726.0	1.0	0.0	0.0	1	3.1701436000000003	10.626694
25864.0	1.0	0.0	0.0	1	3.1982732000000005	10.814618
25959.0	1.0	0.0	0.0	1	3.15302	10.598775
25970.0	1.0	0.0	0.0	1	3.1967828	10.525362
26070.0	0.0	1.0	0.0	2	3.6775098	8.965637
26275.0	0.0	1.0	0.0	2	3.1530383	10.854861
26279.0	0.0	1.0	0.0	2	3.108833	10.86457
26297.0	1.0	0.0	0.0	1	3.1502557	10.769352
26346.0	0.0	1.0	0.0	2	3.184921	10.811769
26438.0	0.0	0.0	1.0	3	3.1435162999999995	8.014743
26487.0	1.0	0.0	0.0	1	3.277795	10.803825
26511.0	1.0	0.0	0.0	1	3.212442	10.890875
26554.0	0.0	1.0	0.0	2	3.0311346	10.789096
26727.0	1.0	0.0	0.0	1	3.3000062000000003	10.758124
26755.0	1.0	0.0	0.0	1	3.02125	10.776115
26844.0	1.0	0.0	0.0	1	3.4051157999999995	10.797505
26852.0	1.0	0.0	0.0	1	3.23614	10.785681
26902.0	1.0	0.0	0.0	1	3.1942587	10.504095
26934.0	1.0	0.0	0.0	1	3.0953681	10.700372
26940.0	1.0	0.0	0.0	1	3.1808627	10.707291
27017.0	0.0	0.0	1.0	3	3.2350345000000003	8.149298
27037.0	1.0	0.0	0.0	1	3.3273620000000004	10.8622055
27038.0	1.0	0.0	0.0	1	3.3001949999999995	10.798231
27046.0	1.0	0.0	0.0	1	3.2743213	10.851453
27048.0	1.0	0.0	0.0	1	3.3590496	10.681511
27055.0	1.0	0.0	0.0	1	3.2429302000000004	10.718503
27075.0	0.0	1.0	0.0	2	3.0306292	10.838099
27185.0	1.0	0.0	0.0	1	3.1414720000000003	10.659894
27198.0	0.0	0.0	1.0	3	3.1391695	8.005453
27238.0	1.0	0.0	0.0	1	3.319785	10.759022
27242.0	1.0	0.0	0.0	1	3.2794433	10.801621
27247.0	1.0	0.0	0.0	1	3.3190813	10.578794
27308.0	0.0	1.0	0.0	2	2.965009	10.823363
27321.0	0.0	1.0	0.0	2	3.0874522	10.876562
27345.0	1.0	0.0	0.0	1	3.167814	10.566114
27462.0	1.0	0.0	0.0	1	3.2770834000000004	10.674071
27465.0	1.0	0.0	0.0	1	3.2437372000000004	10.743862
27499.0	1.0	0.0	0.0	1	3.2919078	10.792653
27668.0	1.0	0.0	0.0	1	3.2796586000000003	10.651204
27670.0	1.0	0.0	0.0	1	3.2817714	10.707825
27673.0	1.0	0.0	0.0	1	3.2611036	10.577759
27694.0	1.0	0.0	0.0	1	3.168044	10.725718
27714.0	0.0	1.0	0.0	2	3.0441458	10.846773
27873.0	1.0	0.0	0.0	1	3.2709912999999995	10.668251
27877.0	1.0	0.0	0.0	1	3.3240267999999995	10.597723
27907.0	1.0	0.0	0.0	1	3.2987418	10.838287
27910.0	1.0	0.0	0.0	1	3.4260926	10.304478
27924.0	1.0	0.0	0.0	1	3.172203	10.606071
27926.0	1.0	0.0	0.0	1	3.1699536	10.761448
27944.0	0.0	0.0	1.0	3	3.261641	8.217993
27947.0	1.0	0.0	0.0	1	3.284925	10.743865
28090.0	1.0	0.0	0.0	1	3.2957440000000005	10.49752
28130.0	1.0	0.0	0.0	1	3.3264897000000007	10.704342
28133.0	1.0	0.0	0.0	1	3.2469249	10.705136
28146.0	0.0	0.0	1.0	3	3.2200823	8.103905000000001
28153.0	1.0	0.0	0.0	1	3.4116690000000003	10.636252
28316.0	1.0	0.0	0.0	1	3.2652876	10.57064
28324.0	1.0	0.0	0.0	1	3.3383036	10.419334
28421.0	1.0	0.0	0.0	1	3.3179536	10.3911
28444.0	1.0	0.0	0.0	1	3.2396343	10.637747
28445.0	1.0	0.0	0.0	1	0.5983919	7.10177
28447.0	1.0	0.0	0.0	1	3.1397035	10.576722
28614.0	1.0	0.0	0.0	1	3.238462	10.638232
28616.0	1.0	0.0	0.0	1	0.6009396	7.082351700000001
28651.0	1.0	0.0	0.0	1	3.2515888	10.666917
28695.0	1.0	0.0	0.0	1	3.3003125	10.366578
28800.0	1.0	0.0	0.0	1	3.3102584000000004	10.511628
28819.0	1.0	0.0	0.0	1	3.1842403	10.627914
28853.0	1.0	0.0	0.0	1	3.2275627	10.607428
28855.0	1.0	0.0	0.0	1	3.1935437	10.578819
28871.0	1.0	0.0	0.0	1	3.0791986	10.64617
28879.0	0.0	0.0	1.0	3	3.1157641	7.962707000000001
28971.0	0.0	0.0	1.0	3	6.061753	7.834864
29026.0	1.0	0.0	0.0	1	3.2515988	10.556164
29028.0	1.0	0.0	0.0	1	3.3471303	10.389608
29030.0	1.0	0.0	0.0	1	3.19009	10.571445
29079.0	0.0	0.0	1.0	3	3.6859958	8.278232000000001
29245.0	1.0	0.0	0.0	1	3.3070846	10.495855
29269.0	1.0	0.0	0.0	1	3.2608097000000003	10.492625
29293.0	1.0	0.0	0.0	1	3.5458674	8.83434
29316.0	1.0	0.0	0.0	1	3.2718608	10.643003
29334.0	0.0	0.0	1.0	3	3.1365883	7.981277499999999
29346.0	1.0	0.0	0.0	1	3.2639546000000004	10.604252
29362.0	1.0	0.0	0.0	1	3.2495577	10.592402
29376.0	0.0	0.0	1.0	3	3.3202982000000003	7.659974000000001
29464.0	1.0	0.0	0.0	1	3.3789945	10.4914465
29476.0	1.0	0.0	0.0	1	3.1947868	10.592234
29493.0	1.0	0.0	0.0	1	3.1922014	10.586634
29507.0	1.0	0.0	0.0	1	3.2041482999999995	10.616922
29513.0	1.0	0.0	0.0	1	3.2309198	10.642999
29551.0	1.0	0.0	0.0	1	3.2018697	10.594933
29552.0	1.0	0.0	0.0	1	3.3496443999999994	10.504153
29681.0	1.0	0.0	0.0	1	3.2479649	10.56067
29735.0	1.0	0.0	0.0	1	3.2091377	10.588631
29898.0	1.0	0.0	0.0	1	3.4670148000000003	10.356526
29907.0	1.0	0.0	0.0	1	3.3416884	10.391305
30143.0	1.0	0.0	0.0	1	3.1550858	10.639496
30163.0	1.0	0.0	0.0	1	3.2630773	10.571907
